claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-1093,Ocean acidification is the terrifying threat whereby all that man-made CO2 we ve been pumping into the atmosphere may react with the sea to form a sort of giant acid bath,evidence-393408,Carbon dioxide forms carbonic acid when dissolved in water so ocean acidification is a significant consequence of elevated carbon dioxide levels and limits the rate at which it can be absorbed into the ocean the solubility pump,DISPUTED
claim-1093,Ocean acidification is the terrifying threat whereby all that man-made CO2 we ve been pumping into the atmosphere may react with the sea to form a sort of giant acid bath,evidence-123975,Carbon dioxide also causes ocean acidification because it dissolves in water to form carbonic acid,DISPUTED
claim-1093,Ocean acidification is the terrifying threat whereby all that man-made CO2 we ve been pumping into the atmosphere may react with the sea to form a sort of giant acid bath,evidence-66273,Higher atmospheric CO2 concentrations have led to an increase in dissolved CO2 which causes ocean acidification,DISPUTED
claim-2726,Humans are emitting 26 gigatonnes of CO2 into the atmosphere,evidence-406857,Coal is the largest contributor to the human-made increase of CO2 in the atmosphere,DISPUTED
claim-2726,Humans are emitting 26 gigatonnes of CO2 into the atmosphere,evidence-758799,The opposite effect is volcanism responsible for the natural greenhouse effect by emitting CO2 into the atmosphere thus affecting glaciation Ice Age cycles,DISPUTED
claim-2726,Humans are emitting 26 gigatonnes of CO2 into the atmosphere,evidence-1190928,Pollutants emitted into the atmosphere by human activity include,DISPUTED
claim-2726,Humans are emitting 26 gigatonnes of CO2 into the atmosphere,evidence-752115,The reason for this is that human activities are adding CO2 to the atmosphere faster than natural processes can remove it see carbon dioxide in Earth atmosphere for a complete explanation,DISPUTED
claim-2726,Humans are emitting 26 gigatonnes of CO2 into the atmosphere,evidence-662931,CO2 in the atmosphere just exceeded 415 parts per million for the first time in human history,DISPUTED
claim-1492,Sea level rise due to climate change is not going to happen,evidence-584943,Climate-change–driven accelerated sea-level rise detected in the altimeter era,REFUTES
claim-1492,Sea level rise due to climate change is not going to happen,evidence-100500,As a result of sea-level rise from climate change salinity levels can reach levels where agriculture becomes impossible in very low-lying areas,REFUTES
claim-1492,Sea level rise due to climate change is not going to happen,evidence-614176,The combined effects of sea-level rise and other climate change factors such as storms may cause rapid and irreversible coastal change,REFUTES
claim-1492,Sea level rise due to climate change is not going to happen,evidence-334451,An effect of global climate change is the rising sea levels which can lead to reef drowing or coral bleaching,REFUTES
claim-1492,Sea level rise due to climate change is not going to happen,evidence-325870,Climate change through rising temperatures changing rainfall patterns and changing sea levels will affect the nature of hydrometeorological disasters such as droughts floods and cyclones,REFUTES
claim-1270,The world s alpine glaciers recorded a net annual loss of ice for the 36th consecutive year and the Greenland ice sheet experienced melting over more than 50 of its surface,evidence-797505,Recent global warming has caused mountain glaciers and the ice sheets in Greenland and Antarctica to melt and global sea level to rise,SUPPORTS
claim-1270,The world s alpine glaciers recorded a net annual loss of ice for the 36th consecutive year and the Greenland ice sheet experienced melting over more than 50 of its surface,evidence-388009,Excluding the ice cap s and ice sheet s of the Arctic and Antarctic the total surface area of glacier s worldwide has decreased by 50 since the end of the 19th century,SUPPORTS
claim-1270,The world s alpine glaciers recorded a net annual loss of ice for the 36th consecutive year and the Greenland ice sheet experienced melting over more than 50 of its surface,evidence-1040612,The Greenland ice sheet occupies about 82 of the surface of Greenland and if melted would cause sea levels to rise by 7.2 metres,SUPPORTS
claim-1270,The world s alpine glaciers recorded a net annual loss of ice for the 36th consecutive year and the Greenland ice sheet experienced melting over more than 50 of its surface,evidence-858437,The Greenland and possibly the Antarctic ice sheets have been losing mass recently because losses by ablation including outlet glaciers exceed accumulation of snowfall,SUPPORTS
claim-1270,The world s alpine glaciers recorded a net annual loss of ice for the 36th consecutive year and the Greenland ice sheet experienced melting over more than 50 of its surface,evidence-771000,"One study suggests it would take 3,000 years to completely melt the Greenland ice sheet",SUPPORTS
claim-211,For decades most scientists saw climate change as a distant prospect,evidence-561683,However such images may create a perception of climate change impacts as geographically distant and MacNaghten argues that climate change needs to be framed as an issue to home,NOT_ENOUGH_INFO
claim-211,For decades most scientists saw climate change as a distant prospect,evidence-905175,But what they show is that climate scientists are frustrated because for two decades they have been under attack,NOT_ENOUGH_INFO
claim-211,For decades most scientists saw climate change as a distant prospect,evidence-776286,The role of the sun in recent climate change has been looked at by climate scientists,NOT_ENOUGH_INFO
claim-211,For decades most scientists saw climate change as a distant prospect,evidence-183056,Since the publication Trump stated in an interview on 60 Minutes that he did n't know that climate change is manmade and that it change back again the scientists who say it worse than ever have a very big political agenda and that we have scientists that disagree with manmade climate change,NOT_ENOUGH_INFO
claim-211,For decades most scientists saw climate change as a distant prospect,evidence-321588,France had no policy in place for such a major heatwave as this because climate change was viewed as a problem in the distant future,NOT_ENOUGH_INFO
claim-2205,In fact global warming has stopped and a cooling is beginning,evidence-233245,By the time the idea of global cooling reached the public press in the mid-1970s temperatures had stopped falling and there was concern in the climatological community about carbon dioxide warming effects,NOT_ENOUGH_INFO
claim-2205,In fact global warming has stopped and a cooling is beginning,evidence-182430,This cooling had contributed towards the recent Global warming hiatus in surface temperatures and would change to enhanced surface warming in the next phase of the oscillation,NOT_ENOUGH_INFO
claim-2205,In fact global warming has stopped and a cooling is beginning,evidence-964516,Some media reports have used alarmist tactics to challenge the science related to global warming by comparing it with a purported episode of global cooling,NOT_ENOUGH_INFO
claim-2205,In fact global warming has stopped and a cooling is beginning,evidence-779734,Alterations in the quantity of atmospheric greenhouse gases determines the amount of solar energy retained by the planet leading to global warming or global cooling,NOT_ENOUGH_INFO
claim-2205,In fact global warming has stopped and a cooling is beginning,evidence-103848,Several media pieces have claimed that since the even-at-the-time-poorly-supported theory of global cooling was shown to be false that the well-supported theory of global warming can also be dismissed,NOT_ENOUGH_INFO
claim-484,We almost take forests as a given but we lose forest every year which means we are diminishing them as a carbon sink,evidence-519157,By removing this greenhouse gas from the air forests function as terrestrial carbon sinks meaning they store large amounts of carbon,NOT_ENOUGH_INFO
claim-484,We almost take forests as a given but we lose forest every year which means we are diminishing them as a carbon sink,evidence-966395,Mature forests alternate between being net sinks and net sources of carbon dioxide see carbon dioxide sink and carbon cycle,NOT_ENOUGH_INFO
claim-484,We almost take forests as a given but we lose forest every year which means we are diminishing them as a carbon sink,evidence-104305,A large and persistent carbon sink in the world forests,NOT_ENOUGH_INFO
claim-484,We almost take forests as a given but we lose forest every year which means we are diminishing them as a carbon sink,evidence-852786,Additionally the amount of carbon released from harvesting is small compared to the amount of carbon lost each year to forest fires and other natural disturbances,NOT_ENOUGH_INFO
claim-484,We almost take forests as a given but we lose forest every year which means we are diminishing them as a carbon sink,evidence-333509,A carbon dioxide sink such as a concentrated group of plants or any other primary producer that binds carbon dioxide into biomass such as within forests and kelp beds is not carbon negative as sinks are not permanent,NOT_ENOUGH_INFO
claim-1485,The human contribution to global warming was about 0.01°C,evidence-695261,According to the report with global warming of 1.5°C there would be increased risks to health livelihoods food security water supply human security and economic growth,REFUTES
claim-1485,The human contribution to global warming was about 0.01°C,evidence-540292,Global warming contributes 0.6°C to this,REFUTES
claim-1485,The human contribution to global warming was about 0.01°C,evidence-542236,Pathways reflecting these ambitions would not limit global warming to 1.5°C even if supplemented by very challenging,REFUTES
claim-1485,The human contribution to global warming was about 0.01°C,evidence-410700,The rate of global warming during the past several decades has been about 0.18°C per decade,REFUTES
claim-1485,The human contribution to global warming was about 0.01°C,evidence-1154637,Limiting global warming to 1.5°C requires staying within a total carbon budget i.e,REFUTES
claim-1724,Lindzen and Choi s paper is viewed as unacceptably flawed by other climate scientists,evidence-1176011,Lindzen and Choi revised their paper and submitted it to PNAS,SUPPORTS
claim-1724,Lindzen and Choi s paper is viewed as unacceptably flawed by other climate scientists,evidence-889770,Andrew Dessler published a paper which found errors in Lindzen and Choi 2011 and concluded that the observations it had presented are not in fundamental disagreement with mainstream climate models nor do they provide evidence that clouds are causing climate change,SUPPORTS
claim-1724,Lindzen and Choi s paper is viewed as unacceptably flawed by other climate scientists,evidence-84339,It received considerable media coverage 22 then- current or retired MIT professors promptly issued an open letter addressed to Trump saying that Lindzen s petition doesn t represent their views or those of the vast majority of other climate scientists,SUPPORTS
claim-1724,Lindzen and Choi s paper is viewed as unacceptably flawed by other climate scientists,evidence-750559,Lindzen and Choi then succeeded in getting a little known Korean journal to publish it as a 2011 paper,SUPPORTS
claim-1724,Lindzen and Choi s paper is viewed as unacceptably flawed by other climate scientists,evidence-602283,scientist said of Lindzen views Even if there were no political implications it just seems deeply unprofessional and irresponsible to look at this and say sure it not a problem,SUPPORTS
claim-498,The 30 most costly hurricanes in U.S. history according to federal data from January show no increase in intensity over time,evidence-413557,Hurricane Harvey was year costliest U.S. disaster at 125 billion in damages,REFUTES
claim-498,The 30 most costly hurricanes in U.S. history according to federal data from January show no increase in intensity over time,evidence-493645,Hurricane wind speeds rainfall intensity and storm surge levels are likely to increase,REFUTES
claim-498,The 30 most costly hurricanes in U.S. history according to federal data from January show no increase in intensity over time,evidence-294308,The strongest costliest and deadliest storm of the season was Hurricane Matthew the southernmost Category 5 Atlantic hurricane on record and the first to reach that intensity since Felix in 2007,REFUTES
claim-498,The 30 most costly hurricanes in U.S. history according to federal data from January show no increase in intensity over time,evidence-972781,Storm strength leading to extreme weather is increasing such as the power dissipation index of hurricane intensity,REFUTES
claim-498,The 30 most costly hurricanes in U.S. history according to federal data from January show no increase in intensity over time,evidence-558877,It was the costliest United States hurricane at the time until Hurricane Agnes in 1972,REFUTES
claim-1474,"Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth",evidence-1056609,Methane in the Earth atmosphere is a strong greenhouse gas with a global warming potential GWP 104 times greater than CO2 in a 20-year time frame methane is not as persistent a gas as CO2 assuming no change in carbon sequestration rates and tails off to about GWP of 28 for a 100-year time frame,REFUTES
claim-1474,"Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth",evidence-985452,The increased radiative forcing due to increased CO2 in the Earth atmosphere is based on the physical properties of CO2 and the non-saturated absorption windows where CO2 absorbs outgoing long-wave energy,REFUTES
claim-1474,"Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth",evidence-752115,The reason for this is that human activities are adding CO2 to the atmosphere faster than natural processes can remove it see carbon dioxide in Earth atmosphere for a complete explanation,REFUTES
claim-1474,"Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth",evidence-548766,Due to the increase in temperature of the soil CO2 levels in our atmosphere increase and as such the mean average temperature of the Earth is rising,REFUTES
claim-1474,"Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth",evidence-662931,CO2 in the atmosphere just exceeded 415 parts per million for the first time in human history,REFUTES
claim-250,CO2 is not powerful in that sense the only thing it does in the system is make the planet greener,evidence-805335,In that sense the ice core CO2-temperature correlation remains an appropriate demonstration of the influence of CO2 on climate,NOT_ENOUGH_INFO
claim-250,CO2 is not powerful in that sense the only thing it does in the system is make the planet greener,evidence-381399,The large amount of CO2 in the atmosphere together with water vapour and sulfur dioxide create a strong greenhouse effect trapping solar energy and raising the surface temperature to around 740 K 467 hotter than any other planet in the Solar System even that of Mercury despite being located farther out from the Sun and receiving only 25 of the solar energy per unit area Mercury does,NOT_ENOUGH_INFO
claim-250,CO2 is not powerful in that sense the only thing it does in the system is make the planet greener,evidence-1081348,Or in a somewhat wider sense the former denotes an inchoate or incomplete right to a thing the latter a complete and perfect right to a thing,NOT_ENOUGH_INFO
claim-250,CO2 is not powerful in that sense the only thing it does in the system is make the planet greener,evidence-1188289,Greener worked as an actor often serving in various comedy roles focused on his great height,NOT_ENOUGH_INFO
claim-250,CO2 is not powerful in that sense the only thing it does in the system is make the planet greener,evidence-710836,The Experts write What we doing now is unsustainable The only thing we can hope is that a sense of urgency will permeate,NOT_ENOUGH_INFO
claim-2378,The costs of inaction far outweigh the costs of mitigation,evidence-50909,The benefits of strong early action on mitigation considerably outweigh the costs,SUPPORTS
claim-2378,The costs of inaction far outweigh the costs of mitigation,evidence-298736,The report stated that stronger mitigation is justified by insurance value and non-market value benefits in the 21st century and much larger benefits beyond and that the costs of action are less than the costs of inaction,SUPPORTS
claim-2378,The costs of inaction far outweigh the costs of mitigation,evidence-538128,The Stern Review main conclusion is that the benefits of strong early action on climate change far outweigh the costs of not acting,SUPPORTS
claim-2378,The costs of inaction far outweigh the costs of mitigation,evidence-1018648,the bottom line is that the economic cost of action is low whereas the cost of inaction is incalculably greater,SUPPORTS
claim-2378,The costs of inaction far outweigh the costs of mitigation,evidence-1143768,Conversely in an efficient baseline mitigation costs per unit of emissions can be relatively high but total mitigation costs low,SUPPORTS
claim-2390,There may have been regions of Greenland that were than today,evidence-501413,In prehistoric times Greenland was home to several successive Paleo-Eskimo cultures known today primarily through archaeological finds,NOT_ENOUGH_INFO
claim-2390,There may have been regions of Greenland that were than today,evidence-688235,It was also known as the Groenlandse Compagnie Greenland Company but the name is misleading today since the Greenland referred to is Svalbard previously thought to either be identical or connected to the island of Greenland discovered and colonized by the Norse,NOT_ENOUGH_INFO
claim-2390,There may have been regions of Greenland that were than today,evidence-142922,Thermally fractionated nitrogen and argon isotope data from Greenland ice core GISP2 indicate that its summit was around colder during the Younger Dryas than today,NOT_ENOUGH_INFO
claim-2390,There may have been regions of Greenland that were than today,evidence-845573,They concluded that GIS Greenland Ice Sheet had been 8 degrees C warmer than today,NOT_ENOUGH_INFO
claim-2390,There may have been regions of Greenland that were than today,evidence-790637,Warmer temperatures in the region have brought increased precipitation to Greenland and part of the lost mass has been offset by increased snowfall,NOT_ENOUGH_INFO
claim-2136,Renewables ca n't provide baseload power,evidence-227139,Under the plan retailers will have to provide a minimum amount of baseload power from coal gas or hydro while also providing a specified level of low emissions energy,REFUTES
claim-2136,Renewables ca n't provide baseload power,evidence-814312,Geothermal power plants can operate 24 hours per day providing baseload capacity,REFUTES
claim-2136,Renewables ca n't provide baseload power,evidence-798236,Some combined-cycle plants usually fuelled by gas can provide baseload power as well as being able to be cost-effectively cycled up and down to match more rapid fluctuations in consumption,REFUTES
claim-2136,Renewables ca n't provide baseload power,evidence-319833,Generating electrical power from geothermal resources requires no fuel while providing true baseload energy at a reliability rate that constantly exceeds 90,REFUTES
claim-2136,Renewables ca n't provide baseload power,evidence-764632,These methods include promoting renewable sources such as solar power and wind power requiring utilities to use more renewable energy and providing tax incentives to encourage the development and use of such technologies,REFUTES
claim-1155,But observations such as those on our CO2 Coalition website show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius 1.8 degrees Fahrenheit,evidence-1088556,Consistent with Schmidt comment the NASA NOAA announcement stated that globally-averaged temperatures in 2016 were 1.78 degrees Fahrenheit 0.99 degrees Celsius warmer than the mid-20th century mean and that the impact of El warming was estimated to have increased the annual global temperature anomaly for 2016 by 0.2 degrees Fahrenheit 0.12 degrees Celsius,REFUTES
claim-1155,But observations such as those on our CO2 Coalition website show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius 1.8 degrees Fahrenheit,evidence-128472,Temperatures 2 degrees Fahrenheit 1 degree Celsius above average can cause bleaching,REFUTES
claim-1155,But observations such as those on our CO2 Coalition website show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius 1.8 degrees Fahrenheit,evidence-328337,In it was the prediction that on our current course the planet will warm a disastrous seven degrees Fahrenheit or about 3.9 degrees Celsius by the end of this century,REFUTES
claim-1155,But observations such as those on our CO2 Coalition website show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius 1.8 degrees Fahrenheit,evidence-877608,The average surface temperature could increase by 3 to 10 degrees Fahrenheit approximately 1.67 to 5.56 degrees Celsius by the end of the century if carbon emissions are n't reduced,REFUTES
claim-1155,But observations such as those on our CO2 Coalition website show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius 1.8 degrees Fahrenheit,evidence-882444,Officially the highest record for Sadovo is 41.2 degrees Celsius 106.16 degrees Fahrenheit while the lowest is degrees Celsius degrees Fahreheit,REFUTES
claim-189,The geological history of the planet shows major planetary climate changes have never been driven by a trace gas,evidence-331345,Climate changes can influence a planet geological history,DISPUTED
claim-189,The geological history of the planet shows major planetary climate changes have never been driven by a trace gas,evidence-1095288,Scientists have identified many episodes of climate change during Earth geological history more recently since the industrial revolution the climate has increasingly been affected by human activities driving global warming and the terms are commonly used interchangeably in that context,DISPUTED
claim-189,The geological history of the planet shows major planetary climate changes have never been driven by a trace gas,evidence-490054,However as our planet enters a period of changing climate never before experienced in recorded human history interest is growing in the potential for deliberate intervention in the climate system to counter climate change,DISPUTED
claim-189,The geological history of the planet shows major planetary climate changes have never been driven by a trace gas,evidence-563656,Modern climate change is driven by the human emissions of greenhouse gas from the burning of fossil fuel driving up global mean surface temperatures,DISPUTED
claim-189,The geological history of the planet shows major planetary climate changes have never been driven by a trace gas,evidence-556694,While most early work on CFCs focused on their role in ozone depletion by 1985 Ramanathan and others showed that CFCs together with methane and other trace gases could have nearly as important a climate effect as increases in,DISPUTED
claim-1569,Sea level rise is decelerating,evidence-732643,For the early part of the sea level rise that is associated with deglaciation three major periods of accelerated sea level rise called meltwater pulses occurred,REFUTES
claim-1569,Sea level rise is decelerating,evidence-1088298,Since rising sea levels present a pressing problem not only to coastal communities but to the whole global population as well much scientific research has been performed to analyze the causes and consequences of a rise in sea level,REFUTES
claim-1569,Sea level rise is decelerating,evidence-630900,This new source of ice volume flows down from above sea level displacing sea water and so contributing to sea level rise,REFUTES
claim-1569,Sea level rise is decelerating,evidence-1029591,The rates of sea level rise associated with meltwater pulse 1A are the highest known rates of post-glacial eustatic sea level rise,REFUTES
claim-1569,Sea level rise is decelerating,evidence-739783,Efforts to plan for sea-level rise can be thwarted by several institutional biases including government policies that encourage coastal development flood insurance maps that do not consider sea-level rise federal policies that prefer shoreline armoring over soft shore protection and lack of plans delineating which areas would be protected or not as sea level rises,REFUTES
claim-2704,Australia accounts for 1.5 per cent of global carbon emissions,evidence-851919,As an example the Australian National Greenhouse Gas Inventory NGGI prepared in compliance with these requirements indicates that the energy sector accounts for 69 per cent of Australia s emissions agriculture 16 per cent and LULUCF six per cent,REFUTES
claim-2704,Australia accounts for 1.5 per cent of global carbon emissions,evidence-962087,Air transport in the UK accounted for 6.3 per cent of all UK carbon emissions in 2006,REFUTES
claim-2704,Australia accounts for 1.5 per cent of global carbon emissions,evidence-677627,SR15 also has modelling that shows that for global warming to be limited to 1.5 Global net human-caused emissions of carbon dioxide CO2 would need to fall by about 45 percent from 2010 levels by 2030 reaching zero around 2050,REFUTES
claim-2704,Australia accounts for 1.5 per cent of global carbon emissions,evidence-350004,China and India together account for 25-35 of global black carbon emissions,REFUTES
claim-2704,Australia accounts for 1.5 per cent of global carbon emissions,evidence-430393,To limit global temperature rise to 1.5 the global annual emission reduction needed is 7.6 emissions reduction every year between 2020 and 2030,REFUTES
claim-2366,Increased CO2 makes more water vapor a greenhouse gas which amplifies warming,evidence-823982,Since water vapor is a greenhouse gas the increase in water vapor content makes the atmosphere warm further this warming causes the atmosphere to hold still more water vapor a positive feedback and so on until other processes stop the feedback loop,SUPPORTS
claim-2366,Increased CO2 makes more water vapor a greenhouse gas which amplifies warming,evidence-991415,Because water vapor is a greenhouse gas this results in further warming and so is a positive feedback that amplifies the original warming,SUPPORTS
claim-2366,Increased CO2 makes more water vapor a greenhouse gas which amplifies warming,evidence-68124,This process is enhanced by global warming because warmer air holds more water vapor than colder air so the amount of water vapor in the atmosphere increases as it is warmed by the greenhouse effect,SUPPORTS
claim-2366,Increased CO2 makes more water vapor a greenhouse gas which amplifies warming,evidence-954874,Lower stratospheric cooling is mainly caused by the effects of ozone depletion with a possible contribution from increased stratospheric water vapor and greenhouse gases increase,SUPPORTS
claim-2366,Increased CO2 makes more water vapor a greenhouse gas which amplifies warming,evidence-760688,The primary greenhouse gases in Earth atmosphere are water vapor H2O carbon dioxide CO2 methane CH4 nitrous oxide N2O and ozone O3,SUPPORTS
claim-919,an airplane is contributing to the emissions that put the frozen continent at risk,evidence-253500,This adversely affects runway safety as it creates the risk that an airplane taking off or landing will collide with the object,NOT_ENOUGH_INFO
claim-919,an airplane is contributing to the emissions that put the frozen continent at risk,evidence-99769,As CDR removes carbon dioxide from the atmosphere it negative emissions that offset the emissions from small and dispersed point sources such as domestic heating systems airplanes and vehicle exhausts,NOT_ENOUGH_INFO
claim-919,an airplane is contributing to the emissions that put the frozen continent at risk,evidence-765830,More than 50 countries on five continents are said to be at risk of conflict over water,NOT_ENOUGH_INFO
claim-919,an airplane is contributing to the emissions that put the frozen continent at risk,evidence-333810,Just as statistical correlations and regressions can examine how a range of independent variables impact a dependent variable we can examine how many Protective factors and Risk factor contribute to the likelihood of an illness occurring,NOT_ENOUGH_INFO
claim-919,an airplane is contributing to the emissions that put the frozen continent at risk,evidence-876584,However some may be able to contribute to reducing climate risks within relatively short times,NOT_ENOUGH_INFO
claim-2570,The IPCC statement on Amazon rain forests is correct,evidence-1068772,Cattle ranching drought deforestation massive hydroelectric dams and illegal mining threaten the Amazon rain forest which is losing 2 million acres a year to clearing,SUPPORTS
claim-2570,The IPCC statement on Amazon rain forests is correct,evidence-799311,Cobb pioneered new air routes across the hazardous Andes Mountains and Amazon rain forests using self-drawn maps that guided her over uncharted territory larger than the United States,SUPPORTS
claim-2570,The IPCC statement on Amazon rain forests is correct,evidence-1137537,He is one of the main subjects of One River Explorations and Discoveries in the Amazon Rain Forest by Wade Davis,SUPPORTS
claim-2570,The IPCC statement on Amazon rain forests is correct,evidence-861884,IPCC NASA Data Shows Deforestation Affects Climate In The Amazon,SUPPORTS
claim-2570,The IPCC statement on Amazon rain forests is correct,evidence-284557,In a statement of 29 October 2012 the IPCC clarified that the prize was awarded to the IPCC as an organisation and not to any individual involved with the IPCC,SUPPORTS
claim-2584,Once the atmosphere reaches a saturation point additional input of CO2 will not really have any major impact,evidence-296643,As the temperature of a parcel of air decreases it will eventually reach the saturation point without adding or losing water mass,NOT_ENOUGH_INFO
claim-2584,Once the atmosphere reaches a saturation point additional input of CO2 will not really have any major impact,evidence-32852,In May 2019 the concentration of CO2 in the atmosphere reached 415 PPM,NOT_ENOUGH_INFO
claim-2584,Once the atmosphere reaches a saturation point additional input of CO2 will not really have any major impact,evidence-344980,org takes its name from the research of Goddard Institute for Space Studies scientist James E. Hansen who posited in a 2007 paper that 350 parts-per-million ppm of CO2 in the atmosphere is a safe upper limit to avoid a climate tipping point,NOT_ENOUGH_INFO
claim-2584,Once the atmosphere reaches a saturation point additional input of CO2 will not really have any major impact,evidence-886223,Carbon capture and storage CCS is a method to mitigate climate change by capturing carbon dioxide CO2 from large point sources such as power plants and subsequently storing it away safely instead of releasing it into the atmosphere,NOT_ENOUGH_INFO
claim-2584,Once the atmosphere reaches a saturation point additional input of CO2 will not really have any major impact,evidence-406857,Coal is the largest contributor to the human-made increase of CO2 in the atmosphere,NOT_ENOUGH_INFO
claim-2738,When you read Phil Jones actual words you see he saying there is a warming trend,evidence-817411,Norfolk Police interviewed Phil Jones about death threats made against him following the release of the emails Jones later said that the police told him that these didn t fulfil the criteria for death threats,SUPPORTS
claim-2738,When you read Phil Jones actual words you see he saying there is a warming trend,evidence-194594,The college motto is Holding forth the Word of Life Phil 2:16 and Holding fast the Faithful Word Titus 1:9,SUPPORTS
claim-2738,When you read Phil Jones actual words you see he saying there is a warming trend,evidence-192396,The show always started with the words The Technofile read by a deep voice and Lazlow saying Hi I Lazlow and going in directly to the news story,SUPPORTS
claim-2738,When you read Phil Jones actual words you see he saying there is a warming trend,evidence-494851,The claim that atmospheric data showed no warming trend was incorrect as the published satellite and balloon data at that time already showed a warming trend see satellite temperature record,SUPPORTS
claim-2738,When you read Phil Jones actual words you see he saying there is a warming trend,evidence-1122793,Trend sceptics or deniers who deny there is global warming and argue that no significant climate warming is taking place at all claiming that the warming trend measured by weather stations is an artefact due to urbanisation around those stations urban heat island effect,SUPPORTS
claim-169,They can now model how likely a specific event would be to occur under historical conditions compared to the record temperatures we re experiencing,evidence-505181,In this method output from a climate model is sampled at locations corresponding to the known proxy network and the temperature record produced is compared to the known overall temperature of the model,NOT_ENOUGH_INFO
claim-169,They can now model how likely a specific event would be to occur under historical conditions compared to the record temperatures we re experiencing,evidence-333158,The main storyline events occur during World War II but the vast majority of the comics take place during other historical events modern holidays or at no specific time whatsoever,NOT_ENOUGH_INFO
claim-169,They can now model how likely a specific event would be to occur under historical conditions compared to the record temperatures we re experiencing,evidence-400911,Hansen compared the corrected troposphere temperatures with the results of the published GISS model and concluded that the model is in good agreement with the observations noting that the satellite temperature data had been the last holdout of global warming denialists and that the correction of the data would result in a change from discussing whether global warming is occurring to what is the rate of global warming and what should be done about it,NOT_ENOUGH_INFO
claim-169,They can now model how likely a specific event would be to occur under historical conditions compared to the record temperatures we re experiencing,evidence-1207062,In 1994 he compared model results to observed temperatures and found that the predicted temperatures for 1950–1980 deviated from the temperatures that had actually occurred from which he concluded in his regular column in The Washington Times the headline that day Climate Claims Wither under the Luminous Lights of Science climate models are faulty,NOT_ENOUGH_INFO
claim-169,They can now model how likely a specific event would be to occur under historical conditions compared to the record temperatures we re experiencing,evidence-896106,Alternatively specific metrics that are directly and physically linked to climate sensitivity are sought examples of this are the global patterns of warming the ability of the models to reproduce observed relative humidity in the tropics and sub-tropics patterns of radiation and the variability of temperature about long term historical warming,NOT_ENOUGH_INFO
claim-939,Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level parts of Antarctica could break up rapidly causing the ocean to rise six feet or more by the end of this century,evidence-464979,Among other findings the report concluded that sea level rises could be up to two feet higher by the year 2100 even if efforts to reduce greenhouse gas emissions and to limit global warming are successful coastal cities across the world could see so-called storm s of the century at least once a year,DISPUTED
claim-939,Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level parts of Antarctica could break up rapidly causing the ocean to rise six feet or more by the end of this century,evidence-299025,They predicted that continued greenhouse gas emissions would cause additional future temperature increases at a rate similar to that observed in recent decades,DISPUTED
claim-939,Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level parts of Antarctica could break up rapidly causing the ocean to rise six feet or more by the end of this century,evidence-663642,Greenhouse gas emissions present a broader threat through sea temperature rise and sea level rise though corals adapt their calcifying fluids to changes in seawater pH and carbonate levels and are not directly threatened by ocean acidification,DISPUTED
claim-939,Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level parts of Antarctica could break up rapidly causing the ocean to rise six feet or more by the end of this century,evidence-140540,They state further that the continuing reliance on combustion of fossil fuels as the world primary source of energy will lead to much higher atmospheric concentrations of greenhouse gases which will in turn cause significant increases in surface temperature sea level ocean acidification and their related consequences to the environment and society,DISPUTED
claim-939,Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level parts of Antarctica could break up rapidly causing the ocean to rise six feet or more by the end of this century,evidence-363469,The issues surrounding global warming commonly included are emissions and the emission of other greenhouse gases the melting of the polar ice caps sea-level rise natural disasters and massive changes to lifestyles caused by global warming,DISPUTED
claim-1798,A few degrees of global warming has a huge impact on ice sheets sea levels and other aspects of climate,evidence-1035679,During this warming period called a termination huge Northern hemisphere ice sheets melted away sea level rose about 120 m and interglacial climate emerged across the planet in a few thousand years,SUPPORTS
claim-1798,A few degrees of global warming has a huge impact on ice sheets sea levels and other aspects of climate,evidence-797505,Recent global warming has caused mountain glaciers and the ice sheets in Greenland and Antarctica to melt and global sea level to rise,SUPPORTS
claim-1798,A few degrees of global warming has a huge impact on ice sheets sea levels and other aspects of climate,evidence-7473,Ice sheet models project that such a warming would initiate the long-term melting of the ice sheet leading to a complete melting of the ice sheet over centuries resulting in a global sea level rise of about 7 metres 23 ft,SUPPORTS
